<<<<<<< HEAD
编号,名称,主,副,组别,魔力值,精力,物攻,防御,魔攻,魔抗,速度,总和,简介
1832,鹿角金刚,机械,无,未发现组,0,155,120,135,100,115,65,690,你的弟弟做好了呢，天才高兴地的说到。然而阴影中只露出了轻蔑的微笑。
1833,摇滚先锋,普通,武,未发现组,0,52,57,54,44,42,56,305,爱音乐，爱摇滚！
1834,一代天后,普通,无,未发现组,0,48,54,56,46,47,49,300,尽管韶华易逝，她也是一代天后~
1835,音乐顽童,普通,无,未发现组,0,52,51,53,49,50,55,310,尽管已经长大成人，还对音乐保留着初心。
1836,嘻哈天王,普通,无,未发现组,0,67,74,63,64,68,74,410,歌手中打架最厉害的，打手中唱歌最好听的。
1837,剧毒狼蛛,虫,无,未发现组,0,103,63,74,83,83,104,510,看似无害的小家伙，其实非常阴险。
1838,恶魔狼蛛,虫,无,未发现组,0,123,83,94,103,103,124,630,一窝剧毒狼蛛中，仅有一只可以生存下来。
1839,伊莎贝拉,虫,无,未发现组,0,143,103,114,123,123,144,750,美丽的东西往往都是有毒的，伊莎贝拉尤其如此。
1840,觉醒蛛后,虫,无,未发现组,0,143,103,114,123,123,144,750,觉醒蛛后
1841,迷之神使,草,无,未发现组,0,118,116,112,100,113,121,680,蹦神在洛克王国中的使者，静静地在宠物园中看着岁月变迁。
1842,烈焰诺诺,火,无,未发现组,0,69,73,62,57,58,61,380,尽管还是最初级的形态，却有着永不服输的精神。
1843,熔火诺诺,火,无,未发现组,0,89,93,82,77,78,81,500,拳上的火焰熊熊燃烧，足以将岩石融化。
1844,燎原雷诺,火,无,未发现组,0,109,113,102,97,98,101,620,3、2、1、Fire！星星之火可以燎原。
1845,辉煌雷诺,火,无,未发现组,0,129,133,122,117,118,121,740,炎之合体的终极形态，为了书写更辉煌的传说而存在。
1846,爱心娜娜,水,无,未发现组,0,65,54,47,91,68,55,380,美丽而善良的小精灵，但是很容易害羞。
1847,祭司娜娜,水,无,未发现组,0,84,77,68,109,90,74,502,想要帮助它人又难掩胆怯的心理，这让它无比纠结。
1848,魅惑迪娜,水,无,未发现组,0,103,96,90,131,109,93,622,在它微暖的微笑里，所有伤口都会逐渐愈合。
1849,紫魅迪娜,水,无,未发现组,0,135,116,114,128,121,126,740,它的美貌让友军安心，让敌人胆寒。
1850,哨兵因因,草,无,未发现组,0,74,77,50,62,49,68,380,大家不要着急，让它去前面探探路。
1851,斥候因因,草,无,未发现组,0,94,97,70,82,69,88,500,躲藏于密林之中，用鹰的眼睛进行侦查。
1852,疾驰奎因,草,无,未发现组,0,114,117,90,102,89,108,620,它不仅枪法准，而且还跑得快。
1853,暴走奎因,草,无,未发现组,0,134,137,110,122,109,128,740,特训归来的它得到了蹦神的真传，是时候拿出全力了！
1854,未知,无,无,未发现组,0,100,100,100,100,100,100,600,未知。
1855,乌冬,萌,无,未发现组,0,51,57,54,45,50,43,300,虽然名字叫乌冬，其实它喜欢吃意粉。
1856,LULU,萌,无,未发现组,0,92,88,77,66,52,80,455,虽然有着满腔热血，但赤手空拳并没有什么战力。
1857,太鼓小子,电,无,未发现组,0,63,51,62,76,62,66,380,面相憨厚的精灵，手中的太鼓却蕴含着巨大的电力。
1858,太鼓达人,电,无,未发现组,0,83,71,82,96,82,86,500,只要击打手中的太鼓，就能释放巨大的电力。
1859,太鼓鬼式,电,无,未发现组,0,103,91,102,116,102,106,620,悬浮于天际的精灵，可以召唤风雨雷电。
1860,太鼓雷鸣,电,无,未发现组,0,123,111,122,136,122,126,740,终极的仲裁者，释放的电力可以摧毁一切。
1861,LULU战士,萌,无,未发现组,0,112,108,97,86,72,100,575,勇士，送你一副上好的兵器，尽管它们已经过时了……
1862,战舰LULU,机械,无,未发现组,0,142,138,127,116,102,105,730,洛克王国终极科技的结晶，它的武器足以将一切夷为平地。
1863,五星员工,萌,无,未发现组,0,58,52,67,53,55,45,330,成为优秀员工的第一步，就是要学会打卡~
1864,火焰巨兽,火,无,未发现组,0,107,109,98,111,110,105,640,表情严肃的火焰巨兽，会将邪恶之敌彻底焚尽。
1865,糖宝宝,毒,土,未发现组,0,50,52,57,45,45,46,295,乐观勇敢的小家伙，从不畏惧困难。
1866,小骨头,冰,无,未发现组,0,48,52,60,55,56,57,328,温柔而善良的精灵，剑法灵动飘逸。
1867,白哥哥,冰,无,未发现组,0,46,55,57,60,58,54,330,受人尊敬的长辈，剑法无人能敌。
1868,杀姐姐,冰,无,未发现组,0,47,53,54,59,57,60,330,淘气而任性的家伙，喜欢到处乱跑。
1869,鬼魅幽魂,幽灵,无,未发现组,0,113,108,105,101,113,125,665,从小就孤苦伶仃，一出生爹妈就丢下它去渡假了。
1870,沉沦纺锤,恶魔,无,不死组,0,100,96,98,113,125,118,650,在漫长的岁月中行尸走肉般地行走，它的眼睛会让对手也陷入沉沦。
1871,迷魂眼,恶魔,幽灵,未发现组,0,100,75,75,130,125,125,630,没有谁能从它的眼神中逃脱。
1872,坚毅紫灵,恶魔,无,未发现组,0,125,95,120,85,115,60,600,敌人的攻击要用我们的意志来面对。
1873,诡法师,幽灵,无,未发现组,0,133,88,95,112,108,144,680,对不起，你是个好人~
1874,蹦神幻影,草,无,未发现组,0,133,124,112,118,115,118,720,蹦神在诸多世界中的分身之一。尽管跨界让它丧失了大部分力量，实力仍然不容小觑。
1875,超级帕尔萨斯,恶魔,无,未发现组,0,120,120,120,120,120,120,720,随着岁月的变迁，一切仿佛都已远去。执着的忠诚让它成为了真正的怪兽。
1876,助手兔,萌,无,未发现组,0,125,77,103,136,120,114,675,对于毕恭毕敬的家伙不屑一顾，只青睐能彻底掌控它的强者。
1877,利齿加加,萌,无,未发现组,0,107,91,86,66,77,78,505,喜欢跟在大天使身旁，喜欢沐浴在圣光之中。
1878,骸骨加尔,萌,无,未发现组,0,127,111,106,86,97,98,625,虽然看起来战力低微，但它确实是天界的一员。
1879,迦尔纳,萌,无,未发现组,0,147,131,126,106,117,118,745,热情和狂暴之间只有一条细线，迦尔纳在不断练习控制自己。
1880,觉醒迦尔纳,萌,无,未发现组,0,147,131,126,106,117,118,745,觉醒迦尔纳
1881,冰原领主,冰,无,未发现组,0,113,115,120,110,106,86,650,隐藏在雪人谷中的巨兽，举手投足之间都充满了霸者的气息。
1882,熔火暴徒,火,武,未发现组,0,110,126,91,84,103,120,634,维苏威火山口的霸主，平时很少露脸但是实力非常强劲。
1883,超能球球,石,萌,未发现组,0,119,107,112,114,120,103,675,喜欢在阳光充裕的沙石地面上小憩，偶尔起来卖个萌。
1884,雨花仙子,草,无,未发现组,0,108,84,91,116,109,112,620,出生在大森林中的精灵，以保护大自然为己任。
1885,妖神,普通,无,未发现组,0,115,100,95,125,115,130,680,这才是它的最终形态，虽然放弃了人型但是剑法依然犀利。
1886,黑山鬼王,幽灵,无,未发现组,0,114,112,109,112,110,103,660,为啥它看起来那么厉害，抓住以后就这么挫了呢？
1887,麒麟酥酥,普通,无,未发现组,0,95,82,73,80,87,133,550,它的一生或者就是为了死亡。
1888,皇家圣光迪莫,光,无,未发现组,0,120,135,105,150,112,113,735,继承了光系先祖的传承力量，这份强大的力量不是为了征服，而是为了守护！
1889,除魔道人,普通,无,未发现组,0,48,54,58,59,54,42,315,正直善良的道长，以助人为乐为己任。
1890,宁采臣,普通,无,未发现组,0,49,50,50,45,47,39,280,多年寒窗苦读，只为了一朝逆袭。
1891,小倩,幽灵,水,未发现组,0,55,42,51,59,54,54,315,尽管历经磨难却不折不挠，可谓出淤泥而不染。
1892,暗黑法师,冰,无,未发现组,0,113,85,100,119,108,105,630,恩佐以大天使为基体改造出的寒冰法师，打算把洛克王国带回冰河时代。
1893,暗黑铁骑,恶魔,无,未发现组,0,122,127,108,101,105,127,690,恩佐以大天使为基体改造出的狂兽，它的铁蹄会在所到之处散布恐惧。
1894,暗黑行者,毒,水,未发现组,0,96,121,92,97,103,126,635,恩佐以大天使为基体改造出的间谍，善于在阴影之中执行任务。
1895,暗黑执事,普通,无,未发现组,0,122,126,117,98,113,99,675,恩佐模仿大天使而创造的宠物，可以发挥出基体大部分的实力。
1896,拉西拉巴,萌,无,未发现组,0,52,50,51,54,50,58,315,一条消沉的龙遇到了一只迷茫的猫，然后它们两个就在一起了。
1897,战士棕熊,草,无,未发现组,0,68,53,65,46,61,57,350,蛰伏在宝塔周围的草丛中，随时准备打出致命一击。
1898,不祥之兔,萌,无,未发现组,0,63,62,60,70,63,72,390,旋转跳跃啦啦啦，然后对面就躺光了。
1899,紫巾剑客,武,无,未发现组,0,70,75,65,52,58,70,390,随手刮出一道风墙，就可以挡住敌人的攻击。
1900,神剑大师,普通,无,未发现组,0,69,78,67,73,70,73,430,受千万人宠爱的大师，神剑一挥无人可挡。
1901,天羽剑客,普通,无,未发现组,0,96,102,73,63,74,97,505,沉迷于修炼剑道的小家伙，每天都要挥剑一千次。
1902,月夜剑豪,普通,无,未发现组,0,116,122,93,83,94,117,625,剑道小有所成的它，在四处寻找值得挥刀的对手。
1903,金吾,普通,无,未发现组,0,136,142,113,103,114,137,745,领悟了终极剑道的金吾，现在为了挽救生命而非毁灭生命而挥剑。
1904,星光艾米,光,无,未发现组,0,103,110,94,130,105,118,660,这次的挫折让它知道，只有善良的心是不够的，还需要拥有与之相匹配的力量。
1905,光明女神艾米,光,无,未发现组,0,118,120,104,140,120,128,730,经过试炼之后进化成的最终形态，充盈着圣光的力量。它的光芒足以净化一切黑暗。
1906,海皇波塞冬,神水,无,未发现组,0,152,132,130,144,135,128,821,海洋的王者，愤怒时会掀起滔天巨浪，温柔时风平浪静、海阔天空，表情上写着：臣服于我吧！
1907,冰封暴君,冰,无,未发现组,0,112,93,107,138,123,107,680,端坐于霜天的暴君，身体由寒冰凝结，灵魂却异常狂暴。
1908,水晶鹿,冰,土,未发现组,0,112,107,102,108,123,98,650,坚固的水晶提供了强大的魔法防护，却丝毫不显得笨重。
1909,月牙雪熊,冰,无,未发现组,0,131,101,108,130,118,92,680,虽然它从不去看，但是魔法丢得很准。
1910,牛奶丸丸,萌,无,未发现组,0,65,58,62,70,66,54,375,自从休假之后，天天泡牛奶浴，皮肤一天比一天白，好安逸~
1911,雪莉实验机,机械,无,未发现组,0,148,103,122,135,126,96,730,恩佐寄托了自身无限思念的作品，温柔的外表下是一颗冷酷的机械之心。
1912,雪莉初代机,机械,无,未发现组,0,148,103,122,135,126,96,730,温柔的表情下是一颗冷酷的机械之心，会无条件地执行恩佐的命令。
1913,焰锯鹰,火,无,未发现组,0,117,148,110,107,112,126,720,左将四部之首，使一对八十二斤的烈焰锯。利刃所及皆化为火海。
1914,青蛊雀,毒,无,未发现组,0,126,124,115,128,119,113,725,左将四部第二位，善于制蛊和下蛊。对天下的男人恨之入骨。
1915,霹雳鸠,电,无,未发现组,0,108,102,103,144,133,130,720,左将四部第三位，可以掌控雷电。它的愤怒会如闪电一般肆意蔓延。
1916,光速隼,翼,无,未发现组,0,135,102,115,129,125,114,720,左将四部第四位，虽然排名靠后，却是其中的智囊。
1917,玫瑰粉,萌,无,未发现组,0,68,66,65,70,68,68,405,我只想成为一个人的天使。当粉色玫瑰飘散在空中时，那是我对你的思念。
1918,么么哒,水,无,未发现组,0,70,68,71,72,71,63,415,画一个大大的爱心送给你。想哭就哭，想笑就笑，总有我在你的身边。么么哒
1919,土豪金,电,无,未发现组,0,76,72,69,80,78,75,450,炫酷是我的态度，金色战衣是我对完美的追求。我就是我，漆黑夜空中最璀璨的烟火。
1920,迷之小丑,恶魔,无,未发现组,0,103,107,99,137,112,132,690,暗黑圣母身边的特使，它的一切都是谜。
1921,神探基德,普通,无,未发现组,0,71,68,65,62,68,66,400,真相只有一个，它就藏在纷繁复杂的伪装下。
1922,神探新新,萌,无,未发现组,0,76,66,63,67,70,58,400,从小就喜欢玩枪战游戏，长大后练成了光波神功。
1923,神探大虎,武,无,未发现组,0,74,80,85,78,82,66,465,在它眼里，朋友的意义就是不顾一切听它唱歌。
1924,包小枕,恶魔,无,未发现组,0,87,83,77,80,78,75,480,它就像一个插头，哪里有接口就去哪儿。
1925,墨镜包公,恶魔,无,未发现组,0,107,103,97,100,98,95,600,来来来，先和老夫斗几轮蛐蛐如何？
1926,迪小杰,普通,无,未发现组,0,85,90,70,85,75,75,480,小时候被老师认定没有出息，从此就走上了一条不归路。
1927,迪迪杰,普通,无,未发现组,0,105,110,90,105,95,95,600,喜欢藏身于阴影之中，但是在光天化日之下就很容易暴露。
1928,拉风糖少,萌,无,未发现组,0,95,91,83,110,105,91,575,含着金奶嘴出生的小家伙，一辈子注定不会为钱财发愁。
1929,糖小虎,萌,无,未发现组,0,115,101,103,130,125,111,685,为了看遍名山大川，骑着自己的小老虎四处奔波。
1930,夜莺飞灵,萌,毒,未发现组,0,106,108,101,122,103,140,680,不要急，我去前面探探路！
1931,闪电勇者,电,无,未发现组,0,76,71,62,58,65,88,420,顽皮好战的小家伙，最喜欢的玩具就是手中的长枪。
1932,雷光骑士,电,无,未发现组,0,96,91,82,78,85,108,540,长大后的它拥有了坚固的盔甲和四肢，看起来更加威风了。
1933,霹雳统领,电,无,未发现组,0,116,111,102,98,105,128,660,精锐骑兵队的队长，锐利的长枪足以刺穿一切护盾。
1934,圣电雷王,电,无,未发现组,0,136,131,122,118,125,148,780,掌控雷电后的电系霸主，文武双全，喜欢在王国中四处游历。
1935,提灯狐童,幽灵,无,未发现组,0,86,22,78,80,80,94,440,因相貌丑陋而常被欺负，对于变美有着执念。它的命运在与莉娜相遇的那天改变了。
1936,掌灯媚狐,幽灵,无,未发现组,0,106,62,98,100,100,114,580,法典的魔力不断滋养着它，这使它的外貌与魔力都今非昔比。
1937,玄灵妲己,幽灵,无,未发现组,0,126,82,118,120,120,134,700,获得了绝世美貌的最终形态。是暗黑圣母的心腹，不惜一切代价要取回法典。
1938,呆呆蛋,武,冰,未发现组,0,74,82,69,65,70,80,440,拥有着拯救世界的梦想与实力，但始终得不到组织的认可。
1939,蛋蛋爷爷,武,冰,未发现组,0,84,92,79,75,80,90,500,对于功名利禄已经看得很轻，每天安安静静地享受生活。
1940,小塔塔,火,无,未发现组,0,80,58,75,42,72,53,380,拥有兽族血统的小家伙，体格比一般精灵强壮的多。
1941,杜隆塔尔,火,无,未发现组,0,100,78,95,62,92,73,500,同龄人中已经没有它的对手，它为此而深感自豪。
1942,罗格塔尔,火,无,未发现组,0,120,98,115,82,112,93,620,成为族长的它不再自矜于武力，而是以振兴部族为目标。
1943,兽王塔尔,火,无,未发现组,0,140,118,135,102,132,113,740,虽然复兴之路充满艰辛，但是它也绝不会退缩。
1944,月公主,普通,无,未发现组,0,75,75,80,75,80,75,460,聪明惹人爱，桃花朵朵开。
1945,姝公主,萌,无,未发现组,0,78,73,72,77,78,72,450,经常窝在闺房中做女红，久而久之也练出了非凡的手速。
1946,茵公主,毒,无,未发现组,0,73,62,60,83,80,72,430,冷漠无情的家伙，所有人在它眼里不过是可以利用的棋子。
1947,圣诞迪莫,光,无,未发现组,0,105,135,101,150,107,107,705,这一次，带着梦想回来，这一次，带着光明回来，这一次带着无限的荣耀回来。
1948,圣诞艾米,光,无,未发现组,0,88,100,84,120,90,108,590,它是善良的天使，用善良的爱心，像是夜空中最亮的星星一样照亮这世上所有的地方。
1949,北辰,龙,无,未发现组,0,148,103,125,141,138,95,750,对于木秀于林风必摧之深有体会，所以只是在时空的角落里静静看着世事变迁。
1950,翼灵之魅,幽灵,翼,未发现组,0,102,105,97,108,98,110,620,凭借着双翼悬浮于空中，不时会俯冲下来捉弄其他精灵。
1951,大地守护者,土,无,未发现组,0,116,92,110,96,109,77,600,它指挥着保卫暗黑法典的卫队，性情坚毅却非常木讷。
1952,光速侠,翼,无,未发现组,0,106,101,92,89,92,110,590,虽然没有翅膀，但是也能在地面上飞驰。
1953,御水女神,水,无,未发现组,0,128,105,102,103,108,89,635,看似冰冷绝情，其实非常温柔，会召唤绵绵细雨抚平队友的创伤。
1954,萌球球,萌,无,未发现组,0,110,100,125,120,125,110,690,三个球球的古怪宠物再次出现啦，它们迷一般的笑容下隐藏着神秘的力量。
1955,摄魂,幽灵,无,未发现组,0,108,105,102,125,115,105,660,结束了在异度空间的漫长游荡，它带着全新的幽能再度归来。
1956,冰封幽魅,冰,无,未发现组,0,120,100,110,130,125,105,690,幽怨的精灵，会将自身内心中的痛苦释放到对手身上。
1957,睡神,普通,无,未发现组,0,160,165,120,100,105,100,750,一个嗜睡的家伙无法完整说完一句Zzz……
1958,超级冰翼邪神,冰,无,未发现组,0,120,135,108,145,117,125,750,被打入冷宫多年后，它终于东山再起，准备再一次掀起寒冰风暴。
1959,洛克欧姐姐,普通,无,未发现组,0,58,53,59,59,59,52,340,活泼调皮呆萌可爱，不时发两个小红包，庆祝自己即将入住豪门。
1960,齐天大圣,武,无,未发现组,0,142,146,122,101,134,135,780,智与勇的完美化身，活泼可爱又嫉恶如仇。
1961,猴年企鹅,武,无,未发现组,0,77,77,75,71,68,72,440,年年岁岁鹅相似，岁岁年年猴不同。
1962,笑佛企鹅,土,石,未发现组,0,90,95,80,105,80,90,540,"闲看庭前花开花落,漫随天外云卷云舒。"
1963,福企鹅,冰,无,未发现组,0,65,68,63,68,66,65,395,五福临门。一曰寿、二曰富、三曰康宁、四曰攸好德、五曰考终命。
1964,禄企鹅,普通,无,未发现组,0,60,64,62,56,58,50,350,君子爱财，取之有道；小人爱财，鸡鸣狗盗。
1965,寿企鹅,草,土,未发现组,0,65,66,68,61,62,62,384,人人都喜欢长寿，但是能真正利用好它的人少之又少。
1966,萌熊壮壮,萌,无,未发现组,0,56,54,60,50,58,50,328,天真无邪的它，只要别人装可怜，都会真诚地投以帮助。
1967,百花晶灵,冰,幽灵,未发现组,0,128,103,115,127,117,110,700,凝结冰雪而成的精灵，诡异的目光中蕴含着奇妙的能量。
1968,贝洛娜,普通,无,未发现组,0,72,75,71,33,73,76,400,甜美靓丽的少女，拥有着作为王者的骄傲。
1969,双刀守护者,火,无,未发现组,0,80,77,75,85,75,78,470,在历经无数磨难与考验之后，获得了洞悉万物弱点的能力。
1970,奥罗拉,火,无,未发现组,0,78,85,71,69,73,74,450,传说中是神的后裔，在它的保险箱里锁着全世界的财富。
1971,神兽哨兵,草,无,未发现组,0,80,82,77,90,71,80,480,白羊宫忠贞的门卫，眨一眨眼皮就能看到千里之外。
1972,神兽斥候,草,无,未发现组,0,100,102,97,110,91,100,600,在白羊宫的外围来回巡视，没有谁能逃过它的千里眼。
1973,呆萌小仆,恶魔,毒,未发现组,0,70,75,68,71,70,66,420,与其他的游牧精灵不同，有着独到的品味和严重的洁癖。
1974,帅气执事,恶魔,毒,未发现组,0,90,95,88,91,90,86,540,为照料单于的家业费尽心机，有着很深的城府和缜密的思维。
1975,紫萝宝宝,草,无,未发现组,0,60,62,80,63,80,60,405,虽然看起来稚嫩，但很会照顾人，深受主人的喜爱。
1976,紫萝小女仆,草,无,未发现组,0,103,77,107,103,110,90,590,甜美的笑容温暖了大家的内心，是大家心中的女神。
1977,猴赛雷,萌,无,未发现组,0,109,104,109,126,113,114,675,没有什么是一颗猴赛雷不能解决的，如果有，那就两颗~
1978,草原守护,土,无,未发现组,0,96,87,75,69,78,90,495,以游牧为生的精灵，弓马娴熟，喜欢在草原上纵横驰骋。
1979,绿野游侠,土,无,未发现组,0,116,107,95,89,98,110,615,为了证明自己的豪言，它离开了族人，去寻找一把神兵利刃。
1980,冒顿,土,无,未发现组,0,146,142,125,109,133,130,785,草原的圣主，将整个游牧民族整合起来，成为一股谁也不能小觑的力量。
1981,未知,无,无,未发现组,0,100,100,100,100,100,100,600,未知。
1982,蓝波菀,水,无,未发现组,0,69,48,47,83,68,75,390,每一个蓝波菀的目标都是成为蓝波弗沃。
1983,蓝波菟,水,无,未发现组,0,89,68,67,103,88,95,510,在两只蓝波菀进行合体之后，就会成为蓝波菟。
1984,蓝波思蕊,水,无,未发现组,0,109,88,87,123,108,115,630,蓝波一族犹如水中的女神，通过合体进化，所以数量极其稀少。
1985,蓝波弗沃,水,无,未发现组,0,129,108,107,143,128,135,750,成为终极体的蓝波弗沃会离开大海，好奇心驱使着他们踏上冒险的旅程。
1986,吸血鬼女王,恶魔,无,未发现组,0,105,98,107,119,113,108,650,喜欢以柔弱胆小的一面示人，再将受害者引入陷阱。
1987,机械执事,机械,无,未发现组,0,118,113,113,111,115,105,675,因为自己的相貌连设计师都看不下去，所以被丢到了这个荒无人烟的迷宫中。
1988,纳加,水,无,未发现组,0,120,118,117,115,109,106,685,信仰深海古神的战士，渴望带领信徒重返大陆。
1989,萨满祭司,草,毒,未发现组,0,102,90,93,115,110,105,615,当小洛克因为宠物性格而烦恼时，萨满就会出现治愈它们，尽管这并没什么用处。
1990,主唱迪莫,光,无,未发现组,0,105,135,101,150,107,107,705,这一次，带着梦想回来，这一次，带着光明回来，这一次带着无限的荣耀回来。
1991,贝斯艾米,光,无,未发现组,0,88,100,84,120,90,108,590,它是善良的天使，用善良的爱心，像是夜空中最亮的星星一样照亮这世上所有的地方。
1992,架子鼓蔴球,草,无,未发现组,0,64,58,54,60,56,55,347,翠绿较小的外表下，蕴含着无尽的力量，这不过是它的初级形态。
1993,暴食卷眉,武,无,未发现组,0,90,86,82,80,86,81,505,在它眼里没有不能吃的东西，简直是一台食品粉碎机。
1994,绅士小卷,武,无,未发现组,0,110,106,102,100,106,101,625,从暴食症患者进化为美食家，更注重食物的品质而非数量。
1995,肌肉袋鼠,武,无,未发现组,0,90,89,76,65,74,86,480,天生具有一副强壮的体格，在幼儿园的时候就成了班级里的大哥。
1996,袋鼠泰森,武,无,未发现组,0,110,109,96,85,94,106,600,发现拳击场才是自己的舞台，果断的选择了成为拳击手的道路。
1997,迎春花精灵,草,无,未发现组,0,75,67,70,68,70,65,415,新春到，花朵开，花之精灵四处来。
1998,樱花精灵,普通,无,未发现组,0,78,77,76,77,73,74,455,灼灼之樱，恣意散落，转瞬之间。
1999,圣龙阿布,龙,无,未发现组,0,120,135,110,130,105,110,710,爱与梦想坚定的守护者，为了这一切，无时无刻不在让自己变得更强。
2000,维京勇士,冰,无,未发现组,0,119,107,97,90,101,91,605,传说得到了奥丁的祝福的战士，会狂暴地战斗到最后一刻。
2001,桃花精灵,草,无,未发现组,0,75,72,74,74,70,75,440,人面不知何处去，桃花依旧笑春风。
2002,牡丹精灵,火,无,未发现组,0,76,75,73,74,72,73,443,云想衣裳花想容，春风拂槛露华浓。
2003,霹雳小白,萌,无,未发现组,0,107,91,86,66,77,78,505,喜欢嬉戏打闹的小蛮牛，因为形象问题经常被当作坏孩子。
2004,镇魂牛牛,萌,无,未发现组,0,127,111,106,86,97,98,625,看守着视为圣物的紫水晶，后被大天使提拔为侍卫长。
2005,炫音牛魔王,萌,无,未发现组,0,155,144,135,117,135,98,784,因为惨遭放逐而自暴自弃，每日唱着讥讽世事的歌，直到再度遇到大天使为止。
2006,乐谣女神,萌,无,未发现组,0,119,96,99,136,132,118,700,锦瑟无端五十弦，一弦一柱思华年。
2007,炼狱使者,恶魔,武,未发现组,0,130,122,111,113,109,120,705,无情的汲取亡灵的精魄，化为自身的力量，手中的权杖可以掌控生死。
2008,赛亚狗,武,无,未发现组,0,96,95,80,68,84,87,510,年少轻狂的它曾四处滋事，却在一次意外的比试中受了重伤。
2009,北斗神犬,武,无,未发现组,0,116,115,100,88,104,107,630,卧薪尝胆几十年，练就了一身强横的肌肉，准备向当时的仇敌讨个说法。
2010,小金刚,武,无,未发现组,0,99,90,85,67,63,76,480,拥有着强烈斗争心的家伙，稍不如意就会发起一场斗殴。
2011,钢筋,机械,武,未发现组,0,119,110,105,87,83,96,600,装备了在农场中意外挖到的铁皮，感觉自己的小宇宙提升了好几个等级。
2012,婚纱米勒,恶魔,无,未发现组,0,75,73,72,79,78,78,455,她的追随者可以组成一支常备军，必须用编号才能记得清。
2013,蝉翼科尔,翼,无,未发现组,0,68,70,62,60,65,75,400,它的翅膀并非装饰，而是最有力的武器。
2014,幽灵贝博,幽灵,无,未发现组,0,65,72,70,68,69,56,400,上身健壮却没有下体的幽灵，被宫主安排了守卫后宫的重任。
2015,魅影赛拉,幽灵,无,未发现组,0,70,68,73,75,74,65,425,宛如黑夜一般的礼服，掩饰着你永远看不破的心。
2016,黄金冒顿,土,无,未发现组,0,146,142,125,109,133,130,785,草原的圣主，将整个游牧民族整合起来，成为一股谁也不能小觑的力量。
2017,未知,无,无,未发现组,0,100,100,100,100,100,100,600,未知。
2018,赤毛鸡仔,火,无,未发现组,0,107,63,72,93,90,65,490,少年不知愁滋味，只是一只活泼的小鸡。
2019,火云斗鸡,火,无,未发现组,0,127,83,92,113,110,85,610,希望自己快快长大，变得像父亲一样独当一面。
2020,伊丽莎白,火,无,未发现组,0,148,103,135,148,140,105,779,因暗黑圣母的魔法而获得永生，渴求自己的容颜也永远美丽。
2021,暗夜豹神,普通,无,未发现组,0,113,113,115,104,110,115,670,被暗黑圣母捕获并改造为暗黑囚笼的守卫，被束缚在囚笼的门口不得脱身。
2022,费曼,萌,无,未发现组,0,75,85,89,82,90,81,502,特立独行的家伙，或许是自身品味太高的原因吧。
2023,费格尔,萌,无,未发现组,0,95,105,107,102,110,101,620,尽管被同僚视为另类，却自称被冠以异类之名的绅士。
2024,卡贝贝,萌,无,未发现组,0,80,78,72,75,74,76,455,可爱的模样很讨姐姐们的喜欢，希望快快长大好和姐姐们一起玩耍。
2025,卡伊,萌,无,未发现组,0,100,98,92,95,94,96,575,身高是它青春期最大的烦恼，它明天都在喝奶渴望自己能长得更高。
2026,斯格,毒,无,未发现组,0,85,84,83,65,74,89,480,从小就喜欢占小便宜，为了达到目的不择手段。
2027,斯塔亚,毒,无,未发现组,0,105,104,103,85,94,109,600,看到喜欢的东西就要一把夺过来，毕竟借口还是好找的。
2028,巴克,毒,恶魔,未发现组,0,87,84,85,71,80,83,490,从小就要做孩子王，喜欢俾睨众生的感觉。
2029,巴拉克,毒,恶魔,未发现组,0,107,104,105,91,100,103,610,登上顶峰不仅仅要靠自身的努力，殷实的家底也是离不开的哟。
2030,乾镜双凤,火,冰,未发现组,0,166,82,133,151,133,121,786,自洲山镜中灵气而生，观镜中乾坤，庇洲山日月。
2031,未知,无,无,未发现组,0,100,100,100,100,100,100,600,未知。
2032,小树呆呆,草,无,未发现组,0,90,82,100,83,98,77,530,总是趴在树上，饿了的话会把自己的假牙抛出去。
2033,学院呱呱,武,无,未发现组,0,144,132,120,90,110,102,698,自问有丰富的知识，但别人咨询问题时却一问三不知。
2034,兔儿雯,萌,无,未发现组,0,80,87,78,71,70,74,460,自从做了侍者以后，酒吧的生意越来越好，闹事的家伙们也消失了。
2035,忍者小子,幽灵,无,未发现组,0,80,87,74,71,78,90,480,凭借替身演员的分身表演而名动一时，然而却对它的手下非常吝啬。
2036,魔影雀,萌,无,未发现组,0,75,72,70,85,78,80,460,虚虚实实，变幻莫测，动不动就把对面的血条变空。
2037,呆呆鱼,水,无,未发现组,0,83,86,81,77,75,78,480,本来只是无忧无虑的在海洋中漫游，直到有一天被嘲讽长得像丑角……
2038,双臂鱼,水,无,未发现组,0,103,106,101,97,95,98,600,经过了不断的锻炼，拥有了强壮的双臂，却发现自己变成了强壮的丑角。
2039,流氓贝,水,无,未发现组,0,87,80,84,84,82,78,495,因为怕被人发现所以喜欢躲进贝壳，但这不过是掩耳盗铃而已。
2040,隐形贝,水,无,未发现组,0,107,100,104,104,102,98,615,你看不见我，你看不见我，你看不见我。重要的事说三遍。
2041,呆呆兔,普通,无,未发现组,0,57,56,54,55,51,52,325,受够了从小到大总是作为凑数的，所以这次它决定主动出击。
2042,海胆咔咔,水,无,未发现组,0,87,86,80,85,82,80,500,虽然生活在水中，却希望有朝一日称霸陆地。
